"Supplemental Table S1. Coordinates, sizes, GC levels and GC standard deviations,",,,,,,,
"of the human isochores identified in this study.",,,,,,,
,,,,,,,
,,,,,,,
"Chr","Band","Start","End","Size (Mb)","GC, %","∆ GC","SD (w=100kb)"
"X","p22.33b",0.4,0.7,0.3,46.9,7.9,0.38
"X","p22.33c",0.7,0.9,0.2,44.5,2.4,0.00
"X","p22.33d",0.9,1.9,1,49.2,-4.7,2.42
"X","p22.33e",1.9,2.3,0.4,44.9,4.4,1.77
"X","p22.33f",2.3,2.9,0.6,45.9,-1.0,1.17
"X","p22.33g",2.9,3.7,0.8,42.3,3.6,1.61
"X","p22.32a",3.7,4.7,1,37.8,4.5,0.60
"X","p22.32b",4.7,5,0.3,36.6,1.2,0.24
"X","p22.32c",5,6.7,1.7,38.9,-2.3,1.02
"X","p22.32d",6.7,7,0.3,42.1,-3.2,0.86
"X","p22.32e",7,9,2,39.3,2.8,1.06
"X","p22.31a",9,9.5,0.5,44.7,-5.4,1.19
"X","p22.31b",9.5,10.1,0.6,45.7,-1.0,2.28
"X","p22.2a",10.1,12.5,2.4,39.2,6.5,0.78
"X","p22.2b",12.5,12.9,0.4,41.7,-2.6,0.79
"X","p22.2c",12.9,13.4,0.5,40.7,1.0,0.65
"X","p22.2d",13.4,13.8,0.4,41.6,-0.9,0.49
"X","p22.2e",13.8,16.2,2.4,38.8,2.8,1.39
"X","p22.13a",16.2,16.8,0.6,42.5,-3.7,1.31
"X","p22.13b",16.8,17.2,0.4,40.8,1.8,0.43
"X","p22.13c",17.2,17.9,0.5,42.3,-1.5,1.02
"X","p22.13d",17.9,18.4,1.5,40.8,1.5,1.84
"X","p22.13e",18.4,19.9,1.3,43.3,-2.5,1.65
"X","p22.12a",19.9,21.2,1.3,38.2,5.1,1.22
"X","p22.12b",21.2,21.4,0.2,34.6,3.6,0.00
"X","p22.12c",21.4,21.7,0.3,39.5,-4.9,0.64
"X","p22.12d",21.7,21.9,0.2,42.0,-2.5,0.00
"X","p22.12e",21.9,22.5,0.6,38.6,3.4,1.29
"X","p22.12f",22.5,22.7,0.2,35.7,2.9,0.00
"X","p22.12g",22.7,23.1,0.4,38.3,-2.6,1.08
"X","p22.11a",23.1,23.4,0.3,40.0,-1.8,1.14
"X","p22.11b",23.4,24.5,1.1,42.7,-2.7,1.21
"X","p21.3a",24.5,24.7,0.2,38.0,4.7,0.00
"X","p21.3b",24.7,24.9,0.2,42.0,-4.0,0.00
"X","p21.3c",24.9,25.5,0.6,38.0,4.0,0.87
"X","p21.3d",25.5,27.5,2,36.3,1.7,1.26
"X","p21.3e",27.5,27.7,0.2,37.6,-1.4,0.00
"X","p21.3f",27.7,28.2,0.5,36.3,1.3,0.54
"X","p21.3g",28.2,28.4,0.2,37.6,-1.3,0.00
"X","p21.3h",28.4,29.7,1.3,36.1,1.5,0.71
"X","p21.2",29.7,30.6,0.9,39.2,-3.1,1.98
"X","p21.1a",30.6,31.6,1,38.3,0.9,1.43
"X","p21.1b",31.6,34.7,3.1,35.9,2.4,0.82
"X","p21.1c",34.7,35.2,0.5,37.2,-1.4,0.53
"X","p21.1d",35.2,36.5,1.3,36.2,1.1,0.91
"X","p21.1e",36.5,38.5,2,39.1,-3.0,1.26
"X","p11.4a",38.5,39.3,0.8,43.3,-4.2,2.31
"X","p11.4b",39.3,39.9,0.6,49.3,-6.0,2.41
"X","p11.4c",39.9,41.2,1.3,43.3,6.1,2.74
"X","p11.3a",41.2,44.1,2.9,39.0,4.3,1.12
"X","p11.3b",44.1,44.5,0.4,42.7,-3.8,0.08
"X","p11.3c",44.5,46,1.5,39.2,3.5,1.18
"X","p11.23a",46,46.3,0.3,42.6,-3.5,0.87
"X","p11.23b",46.3,46.7,0.4,41.1,1.6,0.55
"X","p11.23c",46.7,46.9,0.2,48.1,-7.0,0.00
"X","p11.23d",46.9,47.4,0.5,44.7,3.4,1.98
"X","p11.23e",47.4,47.6,0.2,40.1,4.6,0.00
"X","p11.23f",47.6,48,0.4,44.2,-4.1,0.69
"X","p11.23g",48,48.9,0.9,49.2,-5.0,2.09
"X","p11.23h",48.9,49.2,0.3,44.0,5.2,1.37
"X","p11.22a",49.2,51.6,2.4,39.9,4.1,1.16
"X","p11.22b",51.6,51.8,0.2,42.4,-2.5,0.00
"X","p11.22c",51.8,52,0.2,39.7,2.7,0.00
"X","p11.22d",52,53.1,1.1,43.2,-3.5,1.98
"X","p11.22e",53.1,53.4,0.3,47.4,-4.2,1.67
"X","p11.22f",53.4,55,1.6,42.1,5.3,2.41
"X","p11.22g",55,56.6,1.6,39.2,2.9,0.74
"X","p11.22h",56.6,56.8,0.2,41.8,-2.6,0.00
"X","p11.22i",56.8,58,1.2,38.6,3.2,1.07
"X","p11.21",58,58.4,0.4,41.7,-3.1,6.83
"X","q11.2a",61.5,64.5,3,38.7,"-",1.42
"X","q11.2b",64.5,64.9,0.4,43.6,-4.9,2.44
"X","q12a",64.9,66.3,1.4,38.1,5.5,0.74
"X","q12b",66.3,66.5,0.2,36.7,1.4,0.00
"X","q12c",66.5,67.4,0.9,39.0,-2.3,1.38
"X","q13.1a",67.4,67.7,0.3,42.5,-3.5,2.11
"X","q13.1b",67.7,68.3,0.6,48.0,-5.5,1.23
"X","q13.1c",68.3,68.6,0.3,43.8,4.2,2.87
"X","q13.1d",68.6,69,0.4,38.4,5.4,0.50
"X","q13.1e",69,69.5,0.5,43.4,-5.0,2.44
"X","q13.1f",69.5,70,0.5,39.6,3.9,1.27
"X","q13.1g",70,70.3,0.3,46.5,-7.0,4.12
"X","q13.1h",70.3,70.6,0.3,43.6,2.9,1.22
"X","q13.1i",70.6,70.8,0.2,46.9,-3.3,0.00
"X","q13.1l",70.8,71,0.2,43.1,3.8,0.00
"X","q13.1m",71,71.4,0.4,45.2,-2.1,0.88
"X","q13.2a",71.4,71.8,0.4,39.3,5.9,1.81
"X","q13.2b",71.8,72.1,0.3,42.1,-2.8,0.92
"X","q13.2c",72.1,73.3,1.2,39.0,3.1,1.24
"X","q13.3a",73.3,73.6,0.3,42.8,-3.8,0.89
"X","q13.3b",73.6,76.8,3.2,38.9,3.9,1.28
"X","q13.3c",76.8,77,0.2,41.3,-2.4,0.00
"X","q13.3d",77,77.3,0.3,39.2,2.1,1.23
"X","q21.1a",77.3,78,0.7,37.2,2.0,0.59
"X","q21.1b",78,78.9,0.9,36.6,0.6,0.32
"X","q21.1c",78.9,80.4,1.5,37.3,-0.7,0.65
"X","q21.1d",80.4,83.8,3.4,36.0,1.2,0.68
"X","q21.2a",83.8,84.1,0.3,37.8,-1.7,0.81
"X","q21.2b",84.1,84.6,0.5,36.4,1.4,0.59
"X","q21.2c",84.6,85.4,0.8,37.3,-0.9,0.67
"X","q21.31a",85.5,91.7,6.2,35.9,1.4,0.75
"X","q21.31b",91.7,91.9,0.2,37.3,-1.5,0.00
"X","q21.31c",91.9,93,1.1,36.1,1.2,0.84
"X","q21.31d",93,93.2,0.2,37.6,-1.5,0.00
"X","q21.31e",93.2,95.4,2.2,36.0,1.6,0.71
"X","q21.32a",95.4,95.8,0.4,38.4,-2.4,0.58
"X","q21.32b",95.8,96.3,0.5,36.0,2.3,0.73
"X","q21.32c",96.3,97.1,0.8,38.2,-2.2,0.84
"X","q21.33a",97.1,97.3,0.2,36.0,2.2,0.00
"X","q21.33b",97.3,97.5,0.2,37.7,-1.6,0.00
"X","q21.33c",97.5,99.1,1.6,36.1,1.6,0.86
"X","q22.1a",99.1,99.4,0.3,38.5,-2.4,0.67
"X","q22.1b",99.4,100.5,1.1,41.5,-3.0,1.43
"X","q22.1c",100.6,101.3,0.7,39.4,2.0,1.10
"X","q22.1d",101.3,101.5,0.2,42.2,-2.7,0.00
"X","q22.1e",101.5,102,0.5,39.7,2.5,0.85
"X","q22.1f",102,102.2,0.2,41.9,-2.2,0.00
"X","q22.1g",102.2,102.7,0.5,39.7,2.2,0.77
"X","q22.1h",102.7,103.4,0.7,42.1,-2.4,1.34
"X","q22.2a",103.4,104.4,1,38.5,3.6,1.08
"X","q22.2b",104.4,104.8,0.4,36.2,2.2,0.55
"X","q22.2c",104.8,105.6,0.8,37.8,-1.6,1.16
"X","q22.2d",105.6,105.9,0.3,36.4,1.4,0.41
"X","q22.2e",105.9,106.4,0.5,39.2,-2.8,2.19
"X","q22.3a",106.4,106.9,0.5,44.3,-5.1,2.47
"X","q22.3b",106.9,107.5,0.6,40.1,4.2,1.73
"X","q22.3c",107.5,107.9,0.4,35.9,4.2,0.80
"X","q22.3d",107.9,108.9,1,38.8,-2.9,1.25
"X","q22.3e",108.9,109.5,0.6,40.6,-1.8,1.92
"X","q23a",109.5,112.1,2.6,39.1,1.5,1.01
"X","q23b",112.1,113,0.9,36.9,2.2,0.63
"X","q23c",113,113.4,0.4,37.7,-0.7,1.19
"X","q23d",113.4,114,0.6,35.4,2.3,0.90
"X","q23e",114,114.7,0.7,38.6,-3.2,0.97
"X","q23f",114.7,114.9,0.2,45.7,-7.1,0.00
"X","q23g",114.9,117.6,2.7,37.7,8.0,1.60
"X","q24",117.6,119.3,1.7,42.6,-4.9,2.22
"X","q25a",119.3,120.3,1,39.9,2.7,1.61
"X","q25b",120.3,121.7,1.4,36.4,3.5,0.67
"X","q25c",121.7,122.6,0.9,38.6,-2.2,0.84
"X","q25d",122.6,122.8,0.2,39.0,-0.3,3.00
"X","q25e",122.8,123.5,0.7,38.8,0.1,1.37
"X","q25f",123.5,127.4,3.9,36.0,2.8,0.76
"X","q25g",127.4,128.4,1,38.7,-2.7,0.72
"X","q26.1",128.5,129.3,0.8,45.3,-6.6,3.84
"X","q26.2a",129.3,131.5,2.2,39.1,6.2,1.18
"X","q26.2b",131.5,132.4,0.9,41.7,-2.6,1.20
"X","q26.2c",132.4,133.3,0.9,39.6,2.1,0.77
"X","q26.3a",133.3,134.2,0.9,42.1,-2.4,0.68
"X","q26.3b",134.2,134.5,0.3,41.1,1.0,1.71
"X","q26.3c",134.5,135.9,1.4,41.4,-0.4,1.08
"X","q27.1a",135.9,137.3,1.4,39.3,2.2,1.48
"X","q27.1b",137.3,137.5,0.2,36.1,3.2,0.00
"X","q27.1c",137.5,138.6,1.1,38.8,-2.7,0.97
"X","q27.2",138.6,141.3,2.7,39.0,-0.2,1.29
"X","q27.3a",141.3,142.3,1,36.9,2.2,0.45
"X","q27.3b",142.3,142.6,0.3,39.1,-2.2,0.87
"X","q27.3c",142.6,143.9,1.3,36.2,2.8,0.81
"X","q27.3d",143.9,145.3,1.4,38.0,-1.8,0.98
"X","q27.3e",145.3,145.9,0.6,36.5,1.6,0.69
"X","q27.3f",145.9,146.1,0.2,38.0,-1.5,0.00
"X","q27.3g",146.1,146.4,0.3,36.6,1.4,0.26
"X","q27.3h",146.4,148.2,1.8,39.0,-2.4,0.78
"X","q28a",148.2,150,1.8,43.7,-4.7,2.82
"X","q28b",150,150.5,0.5,40.3,3.4,0.69
"X","q28c",150.5,150.8,0.3,44.4,-4.2,2.79
"X","q28d",150.9,151.4,0.5,38.0,6.4,1.23
"X","q28e",151.4,151.7,0.3,43.8,-5.8,1.56
"X","q28f",151.7,152.2,0.5,48.2,-4.4,2.67
"X","q28g",152.2,152.8,0.6,55.8,-7.6,1.39
"X","q28h",152.8,153.1,0.3,49.7,6.1,1.93
"X","q28i",153.1,153.3,0.2,57.1,-7.4,0.00
"X","q28l",153.3,153.6,0.3,47.4,9.7,4.68
"X","q28m",153.6,154.8,1.2,39.0,8.4,1.49
,,,,,,,
"Y","p11.32a",0,0.4,0.4,54.9,"-",3.59
"Y","p11.32b",0.4,0.7,0.3,46.9,7.9,0.38
"Y","p11.32c",0.7,0.9,0.2,44.5,2.4,0.00
"Y","p11.32d",0.9,1.9,1,49.2,-4.7,2.42
"Y","p11.32e",1.9,2.3,0.4,44.9,4.4,1.77
"Y","p11.32f",2.3,2.7,0.4,46.1,-1.2,0.80
"Y","p11.31a",2.7,3.2,0.5,37.8,8.3,2.28
"Y","p11.31b",3.2,6.1,2.9,35.9,1.8,0.85
"Y","p11.31c",6.1,6.4,0.3,42.2,-6.2,3.02
"Y","p11.31d",6.4,6.8,0.4,36.4,5.7,0.81
"Y","p11.2a",6.8,7.3,0.5,43.4,-7.0,0.52
"Y","p11.2b",7.3,8.4,1.1,39.7,3.7,1.17
"Y","p11.2c",8.4,8.7,0.3,44.8,-5.1,0.69
"Y","q11.21a",12.3,12.7,0.4,40.7,"-",0.68
"Y","q11.21b",12.7,13.1,0.4,43.1,-2.3,1.56
"Y","q11.221",13.2,18.1,4.9,38.5,4.6,1.21
"Y","q11.222a",18.1,20.6,2.5,38.9,-0.4,2.28
"Y","q11.222b",20.6,20.8,0.2,42.8,-3.9,0.00
"Y","q11.222c",20.8,23.6,2.8,39.7,3.1,1.96
"Y","q11.223a",23.6,24.6,1,37.8,1.9,1.33
"Y","q11.223b",24.6,24.9,0.3,42.3,-4.5,1.82
"Y","q11.223c",24.9,25.8,0.9,39.9,2.3,1.68
"Y","q11.23",25.8,26,0.2,43.8,-3.9,0.00
"Y","q12",26,27.1,1.1,38.2,5.6,1.06
